,Date,Value,High,Low,TR,ATR,Unit,upper_bound,lower_bound,Value Shift
230,2017-08-09,1271.05,1270.95,1257.7,13.25,21.9574644514679,0.45542599065127853,1270.95,1248.1,1261.8
231,2017-08-10,1284.4,1271.05,1257.7,13.349999999999909,21.5270912288945,0.4645309435293149,1270.95,1248.1,1271.05
232,2017-08-11,1286.1,1284.4,1257.7,26.700000000000045,21.785736667449775,0.45901592186878265,1271.05,1257.7,1284.4
233,2017-08-14,1282.3,1286.1,1257.7,28.399999999999864,22.11644983407728,0.45215213449818176,1284.4,1257.7,1286.1
234,2017-08-15,1270.3,1286.1,1257.7,28.399999999999864,22.43062734237341,0.445819006636035,1286.1,1257.7,1282.3
235,2017-08-16,1272.75,1286.1,1258.0,28.09999999999991,22.714095975254732,0.44025524990711645,1286.1,1257.7,1270.3
236,2017-08-17,1285.15,1286.1,1261.8,24.299999999999955,22.793391176491994,0.43872365996655727,1286.1,1257.7,1272.75
237,2017-08-18,1295.8,1286.1,1270.3,15.799999999999955,22.443721617667393,0.4455589037483042,1286.1,1257.7,1285.15
238,2017-08-21,1292.9,1295.8,1270.3,25.5,22.596535536784025,0.4425457160776433,1286.1,1257.7,1295.8
239,2017-08-22,1284.2,1295.8,1270.3,25.5,22.74170875994482,0.4397206958174177,1295.8,1258.0,1292.9
240,2017-08-23,1286.65,1295.8,1270.3,25.5,22.87962332194758,0.4370701326366404,1295.8,1261.8,1284.2
241,2017-08-24,1289.0,1295.8,1270.3,25.5,23.0106421558502,0.43458152676793554,1295.8,1270.3,1286.65
242,2017-08-25,1285.3,1295.8,1272.75,23.049999999999955,23.012610048057688,0.43454436411675174,1295.8,1270.3,1289.0
243,2017-08-29,1318.65,1295.8,1284.2,11.599999999999909,22.4419795456548,0.44559349052326325,1295.8,1270.3,1285.3
244,2017-08-30,1308.5,1318.65,1284.2,34.450000000000045,23.04238056837206,0.4339829372372222,1295.8,1270.3,1318.65
245,2017-08-31,1311.75,1318.65,1284.2,34.450000000000045,23.61276153995346,0.4234998089096744,1318.65,1270.3,1308.5
246,2017-09-01,1320.4,1318.65,1284.2,34.450000000000045,24.15462346295579,0.4139994156951476,1318.65,1272.75,1311.75
247,2017-09-04,1333.1,1320.4,1285.3,35.100000000000136,24.701892289808008,0.404827285402989,1318.65,1284.2,1320.4
248,2017-09-05,1335.55,1333.1,1285.3,47.799999999999955,25.8567976753176,0.38674549437905864,1320.4,1284.2,1333.1
249,2017-09-06,1337.85,1335.55,1285.3,50.25,27.076457791551718,0.3693245282298395,1333.1,1284.2,1335.55
250,2017-09-07,1343.5,1337.85,1308.5,29.34999999999991,27.190134901974126,0.36778044816813155,1335.55,1284.2,1337.85
251,2017-09-08,1346.25,1343.5,1308.5,35.0,27.580628156875417,0.36257332295410966,1337.85,1285.3,1343.5
252,2017-09-11,1334.2,1346.25,1311.75,34.5,27.92659674903165,0.3580815840135175,1343.5,1285.3,1346.25
253,2017-09-12,1326.5,1346.25,1320.4,25.84999999999991,27.82276691158006,0.359417883626733,1346.25,1285.3,1334.2
254,2017-09-13,1327.55,1346.25,1326.5,19.75,27.419128566001056,0.3647088920396878,1346.25,1308.5,1326.5
255,2017-09-14,1324.55,1346.25,1326.5,19.75,27.035672137701006,0.36988168627977586,1346.25,1308.5,1327.55
256,2017-09-15,1322.85,1346.25,1324.55,21.700000000000045,26.768888530815957,0.37356799437108285,1346.25,1311.75,1324.55
257,2017-09-18,1312.1,1346.25,1322.85,23.40000000000009,26.600444104275162,0.37593357316890896,1346.25,1320.4,1322.85
258,2017-09-19,1309.6,1346.25,1312.1,34.15000000000009,26.977921899061407,0.3706734728277166,1346.25,1322.85,1312.1
259,2017-09-20,1311.3,1334.2,1309.6,24.600000000000136,26.85902580410834,0.3723143226762307,1346.25,1312.1,1309.6
260,2017-09-21,1292.1,1327.55,1309.6,17.950000000000045,26.413574513902926,0.37859321140864316,1346.25,1309.6,1311.3
261,2017-09-22,1294.8,1327.55,1292.1,35.450000000000045,26.865395788207785,0.3722260441958339,1346.25,1309.6,1292.1
262,2017-09-25,1293.3,1324.55,1292.1,32.450000000000045,27.144625998797398,0.3683970447941716,1346.25,1292.1,1294.8
263,2017-09-26,1300.05,1322.85,1292.1,30.75,27.324894698857527,0.3659666436122847,1346.25,1292.1,1293.3
264,2017-09-27,1282.55,1312.1,1292.1,20.0,26.95864996391465,0.3709384562426325,1346.25,1292.1,1300.05
265,2017-09-28,1283.35,1311.3,1282.55,28.75,27.048217465718913,0.36971013016565935,1346.25,1292.1,1282.55
266,2017-09-29,1283.1,1311.3,1282.55,28.75,27.133306592432966,0.36855073177070263,1346.25,1282.55,1283.35
267,2017-10-02,1273.7,1300.05,1282.55,17.5,26.651641262811317,0.3752114138634163,1346.25,1282.55,1283.1
268,2017-10-03,1271.25,1300.05,1273.7,26.34999999999991,26.63655919967075,0.3754238648107226,1346.25,1282.55,1273.7
269,2017-10-04,1274.25,1300.05,1271.25,28.799999999999955,26.744731239687212,0.37390542123529497,1346.25,1273.7,1271.25
270,2017-10-05,1274.5,1300.05,1271.25,28.799999999999955,26.847494677702848,0.3724742334451458,1346.25,1271.25,1274.25
271,2017-10-06,1261.8,1283.35,1271.25,12.099999999999909,26.1101199438177,0.3829932616746856,1346.25,1271.25,1274.5
272,2017-10-09,1278.75,1283.35,1261.8,21.549999999999955,25.882113946626816,0.3863672040321609,1346.25,1271.25,1261.8
273,2017-10-10,1291.4,1283.1,1261.8,21.299999999999955,25.653008249295475,0.38981782966037276,1334.2,1261.8,1278.75
274,2017-10-11,1289.25,1291.4,1261.8,29.600000000000136,25.85035783683071,0.38684184037686087,1327.55,1261.8,1291.4
275,2017-10-12,1290.25,1291.4,1261.8,29.600000000000136,26.037839944989184,0.38405643560015956,1327.55,1261.8,1289.25
276,2017-10-13,1299.6,1291.4,1261.8,29.600000000000136,26.215947947739732,0.38144720228826107,1324.55,1261.8,1290.25
277,2017-10-16,1303.3,1299.6,1261.8,37.799999999999955,26.79515055035274,0.3732018590904449,1322.85,1261.8,1299.6
278,2017-10-17,1284.75,1303.3,1261.8,41.5,27.530393022835106,0.36323491610546543,1312.1,1261.8,1303.3
279,2017-10-18,1280.2,1303.3,1278.75,24.549999999999955,27.38137337169335,0.36521177605860783,1311.3,1261.8,1284.75
280,2017-10-19,1286.4,1303.3,1280.2,23.09999999999991,27.167304703108677,0.3680895145573911,1311.3,1261.8,1280.2
281,2017-10-20,1281.2,1303.3,1280.2,23.09999999999991,26.963939467953235,0.37086568941029724,1303.3,1261.8,1286.4
282,2017-10-23,1274.9,1303.3,1280.2,23.09999999999991,26.77074249455557,0.37354212353406796,1303.3,1261.8,1281.2
283,2017-10-24,1276.45,1303.3,1274.9,28.399999999999864,26.85220536982779,0.37240889015530915,1303.3,1278.75,1274.9
284,2017-10-25,1275.0,1303.3,1274.9,28.399999999999864,26.929595101336396,0.371338668939131,1303.3,1274.9,1276.45
285,2017-10-26,1273.75,1286.4,1274.9,11.5,26.158115346269575,0.3822905384284922,1303.3,1274.9,1275.0
286,2017-10-27,1266.45,1286.4,1273.75,12.650000000000091,25.4827095789561,0.39242294737205297,1303.3,1274.9,1273.75
287,2017-10-30,1272.0,1286.4,1266.45,19.950000000000045,25.206074100008298,0.39672977078158744,1303.3,1273.75,1266.45
288,2017-10-31,1270.15,1281.2,1266.45,14.75,24.683270395007884,0.4051327008119017,1303.3,1266.45,1272.0
289,2017-11-01,1277.05,1276.45,1266.45,10.0,23.949106875257492,0.41755210547460064,1303.3,1266.45,1270.15
290,2017-11-02,1279.2,1277.05,1266.45,10.599999999999909,23.28165153149461,0.4295227933667999,1303.3,1266.45,1277.05
291,2017-11-03,1267.2,1279.2,1266.45,12.75,22.75506895491988,0.4394625223861559,1303.3,1266.45,1279.2
292,2017-11-06,1270.9,1279.2,1266.45,12.75,22.254815507173888,0.4493409526031109,1303.3,1266.45,1267.2
293,2017-11-07,1275.6,1279.2,1266.45,12.75,21.779574731815195,0.4591457878831852,1303.3,1266.45,1270.9
294,2017-11-08,1284.0,1279.2,1267.2,12.0,21.290595995224436,0.4696909378320381,1303.3,1266.45,1275.6
295,2017-11-09,1284.8,1284.0,1267.2,16.799999999999955,21.066066195463215,0.4746970747748623,1303.3,1266.45,1284.0
296,2017-11-10,1284.3,1284.8,1267.2,17.59999999999991,20.89276288569005,0.4786346379707031,1303.3,1266.45,1284.8
297,2017-11-13,1277.95,1284.8,1267.2,17.59999999999991,20.728124741405544,0.48243630935047693,1303.3,1266.45,1284.3
298,2017-11-14,1274.6,1284.8,1267.2,17.59999999999991,20.571718504335262,0.48610425997675455,1303.3,1267.2,1277.95
299,2017-11-15,1282.2,1284.8,1270.9,13.899999999999864,20.238132579118492,0.4941167353710244,1286.4,1267.2,1274.6
300,2017-11-16,1280.0,1284.8,1274.6,10.200000000000045,19.73622595016257,0.5066824845465264,1286.4,1267.2,1282.2
301,2017-11-17,1284.35,1284.8,1274.6,10.200000000000045,19.259414652654446,0.5192265798494422,1286.4,1267.2,1280.0
302,2017-11-20,1286.2,1284.8,1274.6,10.200000000000045,18.806443920021728,0.5317326360330032,1284.8,1267.2,1284.35
303,2017-11-21,1283.3,1286.2,1274.6,11.600000000000136,18.44612172402065,0.5421193760733966,1284.8,1270.9,1286.2
304,2017-11-22,1286.95,1286.2,1274.6,11.600000000000136,18.103815637819626,0.5523697434870902,1286.2,1274.6,1283.3
305,2017-11-23,1290.35,1286.95,1274.6,12.350000000000136,17.816124855928653,0.5612892860184638,1286.2,1274.6,1286.95
306,2017-11-24,1290.5,1290.35,1280.0,10.349999999999909,17.442818613132214,0.5733018396735077,1286.95,1274.6,1290.35
307,2017-11-27,1294.9,1290.5,1280.0,10.5,17.095677682475603,0.5849431760316104,1290.35,1274.6,1290.5
308,2017-11-28,1291.85,1294.9,1283.3,11.600000000000136,16.82089379835183,0.5944987299652196,1290.5,1274.6,1294.9
309,2017-11-29,1283.85,1294.9,1283.3,11.600000000000136,16.559849108434243,0.6038702366500919,1294.9,1274.6,1291.85
310,2017-11-30,1280.2,1294.9,1283.3,11.600000000000136,16.311856653012537,0.6130509979777906,1294.9,1280.0,1283.85
311,2017-12-01,1275.5,1294.9,1280.2,14.700000000000045,16.23126382036191,0.6160949702176074,1294.9,1280.0,1280.2
312,2017-12-04,1273.45,1294.9,1275.5,19.40000000000009,16.389700629343817,0.6101392713724243,1294.9,1280.2,1275.5
313,2017-12-05,1266.3,1294.9,1273.45,21.450000000000045,16.642715597876627,0.6008634793516424,1294.9,1275.5,1273.45
314,2017-12-06,1263.7,1294.9,1266.3,28.600000000000136,17.240579817982802,0.5800268961702489,1294.9,1273.45,1266.3
315,2017-12-07,1255.0,1291.85,1263.7,28.149999999999864,17.786050827083656,0.5622383573070943,1294.9,1266.3,1263.7
316,2017-12-08,1250.65,1283.85,1255.0,28.84999999999991,18.339248285729468,0.5452786201592251,1294.9,1263.7,1255.0
317,2017-12-11,1247.15,1280.2,1250.65,29.549999999999955,18.899785871442994,0.5291065236410799,1294.9,1255.0,1250.65
318,2017-12-12,1240.9,1275.5,1247.15,28.34999999999991,19.372296577870838,0.5162010585478594,1294.9,1250.65,1247.15
319,2017-12-13,1242.65,1273.45,1240.9,32.549999999999955,20.031181748977296,0.4992216697604751,1294.9,1247.15,1240.9
320,2017-12-14,1251.0,1266.3,1240.9,25.399999999999864,20.299622661528424,0.49261999430914877,1294.9,1240.9,1242.65
321,2017-12-15,1254.6,1263.7,1240.9,22.799999999999955,20.424641528452,0.4896046761001787,1294.9,1240.9,1251.0
322,2017-12-18,1260.6,1255.0,1240.9,14.099999999999909,20.108409452029395,0.49730437525931587,1294.9,1240.9,1254.6
323,2017-12-19,1260.35,1260.6,1240.9,19.699999999999818,20.087988979427916,0.4978099107004184,1294.9,1240.9,1260.6
324,2017-12-20,1264.55,1260.6,1240.9,19.699999999999818,20.068589530456514,0.49829112229455835,1294.9,1240.9,1260.35
325,2017-12-21,1264.55,1264.55,1240.9,23.649999999999864,20.24766005393368,0.49388423024502615,1294.9,1240.9,1264.55
326,2017-12-22,1264.55,1264.55,1242.65,21.899999999999864,20.330277051236987,0.49187721223855896,1294.9,1240.9,1264.55
327,2017-12-27,1279.4,1264.55,1251.0,13.549999999999955,19.991263198675135,0.5002185154894425,1294.9,1240.9,1264.55
328,2017-12-28,1291.0,1279.4,1254.6,24.800000000000182,20.231700038741387,0.49427383664502467,1294.9,1240.9,1279.4
329,2017-12-29,1291.0,1291.0,1260.35,30.65000000000009,20.752615036804322,0.481866983137557,1291.85,1240.9,1291.0
330,2018-01-02,1312.05,1291.0,1260.35,30.65000000000009,21.24748428496411,0.47064395322680863,1291.0,1242.65,1291.0
331,2018-01-03,1314.9,1312.05,1264.55,47.5,22.560110070715904,0.4432602486714139,1291.0,1251.0,1312.05
332,2018-01-04,1314.5,1314.9,1264.55,50.350000000000136,23.949604567180117,0.4175434284081553,1312.05,1254.6,1314.9
333,2018-01-05,1317.15,1314.9,1264.55,50.350000000000136,25.269624338821117,0.39573204041016313,1314.9,1260.35,1314.5
334,2018-01-08,1319.95,1317.15,1279.4,37.75,25.893643121880064,0.38619517357717903,1314.9,1260.35,1317.15
335,2018-01-09,1311.0,1319.95,1291.0,28.950000000000045,26.04646096578606,0.383929318195502,1317.15,1264.55,1319.95
336,2018-01-10,1319.75,1319.95,1291.0,28.950000000000045,26.191637917496756,0.38180124631761636,1319.95,1264.55,1311.0
337,2018-01-11,1323.05,1319.95,1311.0,8.950000000000045,25.32955602162192,0.39479570788622426,1319.95,1264.55,1319.75
338,2018-01-12,1326.8,1323.05,1311.0,12.049999999999955,24.66557822054082,0.4054232951924992,1319.95,1279.4,1323.05
339,2018-01-15,1339.25,1326.8,1311.0,15.799999999999955,24.222299309513776,0.4128427228241006,1323.05,1291.0,1326.8
340,2018-01-16,1333.85,1339.25,1311.0,28.25,24.423684344038087,0.40943863583960205,1326.8,1291.0,1339.25
341,2018-01-17,1335.65,1339.25,1311.0,28.25,24.615000126836183,0.4062563456620758,1339.25,1311.0,1333.85
342,2018-01-18,1332.2,1339.25,1311.0,28.25,24.796750120494373,0.4032786535093184,1339.25,1311.0,1335.65
343,2018-01-19,1334.95,1339.25,1319.75,19.5,24.531912614469654,0.4076323015312594,1339.25,1311.0,1332.2
344,2018-01-22,1332.6,1339.25,1323.05,16.200000000000045,24.115316983746176,0.41467420920654047,1339.25,1311.0,1334.95
345,2018-01-23,1333.4,1339.25,1326.8,12.450000000000045,23.53205113455887,0.42495233172913377,1339.25,1311.0,1332.6
346,2018-01-24,1353.7,1339.25,1332.2,7.0499999999999545,22.707948577830926,0.4403744339003257,1339.25,1311.0,1333.4
347,2018-01-25,1354.95,1353.7,1332.2,21.5,22.647551148939378,0.441548842708688,1339.25,1319.75,1353.7
348,2018-01-26,1353.15,1354.95,1332.2,22.75,22.65267359149241,0.4414489953960961,1353.7,1323.05,1354.95
349,2018-01-29,1343.85,1354.95,1332.2,22.75,22.657539911917787,0.44135418226671796,1354.95,1326.8,1353.15
350,2018-01-30,1344.9,1354.95,1332.6,22.350000000000136,22.642162916321904,0.4416539195904896,1354.95,1332.2,1343.85
351,2018-01-31,1345.05,1354.95,1332.6,22.350000000000136,22.627554770505817,0.44193904738812656,1354.95,1332.2,1344.9
352,2018-02-01,1341.35,1354.95,1333.4,21.549999999999955,22.573677031980523,0.44299384570058414,1354.95,1332.2,1345.05
353,2018-02-02,1331.15,1354.95,1341.35,13.600000000000136,22.1249931803815,0.4519775404435885,1354.95,1332.2,1341.35
354,2018-02-05,1333.6,1354.95,1331.15,23.799999999999955,22.208743521362425,0.450273109344573,1354.95,1332.6,1331.15
355,2018-02-06,1331.4,1353.15,1331.15,22.0,22.198306345294306,0.4504848182762305,1354.95,1331.15,1333.6
356,2018-02-07,1324.65,1345.05,1331.15,13.899999999999864,21.783391028029584,0.45906534878488797,1354.95,1331.15,1331.4
357,2018-02-08,1315.45,1345.05,1324.65,20.399999999999864,21.714221476628097,0.4605276781745737,1354.95,1331.15,1324.65
358,2018-02-09,1314.1,1345.05,1315.45,29.59999999999991,22.10851040279669,0.4523145077533137,1354.95,1324.65,1315.45
359,2018-02-12,1322.3,1341.35,1314.1,27.25,22.365584882656854,0.4471155148620499,1354.95,1315.45,1314.1
360,2018-02-13,1325.35,1333.6,1314.1,19.5,22.222305638524013,0.44999831082622943,1354.95,1314.1,1322.3
361,2018-02-14,1336.25,1333.6,1314.1,19.5,22.08619035659781,0.45277161151573153,1354.95,1314.1,1325.35
362,2018-02-15,1352.45,1336.25,1314.1,22.15000000000009,22.089380838767926,0.4527062153978313,1354.95,1314.1,1336.25
363,2018-02-16,1352.1,1352.45,1314.1,38.350000000000136,22.902411796829536,0.436635236878604,1354.95,1314.1,1352.45
364,2018-02-19,1346.6,1352.45,1314.1,38.350000000000136,23.67479120698807,0.42239020874863337,1354.95,1314.1,1352.1
365,2018-02-20,1339.85,1352.45,1314.1,38.350000000000136,24.40855164663867,0.409692477651664,1354.95,1314.1,1346.6
366,2018-02-21,1330.5,1352.45,1322.3,30.15000000000009,24.69562406430674,0.4049300383728011,1354.95,1314.1,1339.85
367,2018-02-22,1328.35,1352.45,1325.35,27.100000000000136,24.81584286109141,0.4029683801584242,1354.95,1314.1,1330.5
368,2018-02-23,1327.95,1352.45,1328.35,24.100000000000136,24.780050718036847,0.4035504250490183,1354.95,1314.1,1328.35
369,2018-02-26,1333.5,1352.45,1327.95,24.5,24.766048182135005,0.40377858940020567,1353.15,1314.1,1327.95
370,2018-02-27,1325.75,1352.1,1327.95,24.149999999999864,24.735245773028247,0.4042814084711533,1352.45,1322.3,1333.5
371,2018-02-28,1317.85,1346.6,1325.75,20.84999999999991,24.54098348437683,0.40748163195522114,1352.45,1325.35,1325.75
372,2018-03-01,1307.75,1339.85,1317.85,22.0,24.41393431015799,0.40960215067996086,1352.45,1325.75,1317.85
373,2018-03-02,1322.3,1333.5,1307.75,25.75,24.48073759465009,0.4084844241860325,1352.45,1317.85,1307.75
374,2018-03-05,1320.4,1333.5,1307.75,25.75,24.544200714917586,0.40742821964954656,1352.45,1307.75,1322.3
375,2018-03-06,1331.4,1333.5,1307.75,25.75,24.604490679171708,0.4064298721072589,1352.45,1307.75,1320.4
376,2018-03-07,1329.4,1333.5,1307.75,25.75,24.66176614521312,0.405485963216021,1352.45,1307.75,1331.4
377,2018-03-08,1321.0,1331.4,1307.75,23.65000000000009,24.61117783795247,0.40631944012769566,1352.45,1307.75,1329.4
378,2018-03-09,1320.6,1331.4,1307.75,23.65000000000009,24.56311894605485,0.40711442313013463,1352.45,1307.75,1321.0
379,2018-03-12,1319.15,1331.4,1307.75,23.65000000000009,24.517462998752112,0.40787254376641574,1352.45,1307.75,1320.6
380,2018-03-13,1322.75,1331.4,1319.15,12.25,23.904089848814507,0.41833845435014283,1352.45,1307.75,1319.15
381,2018-03-14,1323.55,1331.4,1319.15,12.25,23.32138535637378,0.42879099363910556,1352.45,1307.75,1322.75
382,2018-03-15,1318.75,1331.4,1319.15,12.25,22.767816088555094,0.4392164782561992,1352.45,1307.75,1323.55
383,2018-03-16,1310.1,1329.4,1318.75,10.650000000000091,22.161925284127342,0.4512243350609132,1352.45,1307.75,1318.75
384,2018-03-19,1312.4,1323.55,1310.1,13.450000000000045,21.726329019920975,0.4602710375430176,1352.1,1318.75,1310.1
385,2018-03-20,1311.0,1323.55,1310.1,13.450000000000045,21.312512568924927,0.46920793443100045,1346.6,1310.1,1312.4
386,2018-03-21,1321.35,1323.55,1310.1,13.450000000000045,20.91938694047868,0.47802548078740104,1339.85,1310.1,1311.0
387,2018-03-22,1329.15,1323.55,1310.1,13.450000000000045,20.54591759345475,0.48671469427024616,1333.5,1310.1,1321.35
388,2018-03-23,1346.6,1329.15,1310.1,19.050000000000182,20.47112171378202,0.4884930166414662,1333.5,1310.1,1329.15
389,2018-03-26,1352.4,1346.6,1310.1,36.5,21.272565628092917,0.4700890421413874,1333.5,1310.1,1346.6
390,2018-03-27,1341.45,1352.4,1310.1,42.30000000000018,22.32393734668828,0.4479496535356244,1346.6,1310.1,1352.4
391,2018-03-28,1332.45,1352.4,1311.0,41.40000000000009,23.27774047935387,0.4295949604245083,1352.4,1310.1,1341.45
392,2018-03-29,1323.85,1352.4,1311.0,41.40000000000009,24.18385345538618,0.41349903225504453,1352.4,1310.1,1332.45
393,2018-04-03,1333.45,1352.4,1321.35,31.050000000000182,24.527160782616882,0.4077112752115725,1352.4,1310.1,1323.85
394,2018-04-04,1337.3,1352.4,1323.85,28.550000000000182,24.728302743486047,0.40439491960822943,1352.4,1310.1,1333.45
395,2018-04-05,1327.7,1352.4,1323.85,28.550000000000182,24.91938760631175,0.40129397070203815,1352.4,1311.0,1337.3
396,2018-04-06,1331.2,1352.4,1323.85,28.550000000000182,25.100918225996175,0.3983918002506911,1352.4,1311.0,1327.7
397,2018-04-09,1331.95,1341.45,1323.85,17.600000000000136,24.72587231469637,0.40443466959328583,1352.4,1321.35,1331.2
398,2018-04-10,1338.95,1337.3,1323.85,13.450000000000045,24.162078698961555,0.413871675719266,1352.4,1323.85,1331.95
399,2018-04-11,1350.75,1338.95,1323.85,15.100000000000136,23.708974764013483,0.4217812073079784,1352.4,1323.85,1338.95
400,2018-04-12,1341.35,1350.75,1327.7,23.049999999999955,23.676026025812806,0.42236817906423535,1352.4,1323.85,1350.75
401,2018-04-13,1343.7,1350.75,1327.7,23.049999999999955,23.644724724522163,0.4229273174675156,1352.4,1323.85,1341.35
402,2018-04-16,1349.35,1350.75,1327.7,23.049999999999955,23.614988488296053,0.4234598718926394,1352.4,1323.85,1343.7
403,2018-04-17,1342.1,1350.75,1331.2,19.549999999999955,23.41173906388125,0.4271361462176735,1352.4,1323.85,1349.35
404,2018-04-18,1351.45,1350.75,1331.95,18.799999999999955,23.181152110687187,0.43138494377894654,1352.4,1327.7,1342.1
405,2018-04-19,1348.6,1351.45,1338.95,12.5,22.64709450515283,0.44155774586116237,1352.4,1327.7,1351.45
406,2018-04-20,1336.75,1351.45,1341.35,10.100000000000136,22.019739779895197,0.4541379734709833,1352.4,1327.7,1348.6
407,2018-04-23,1324.3,1351.45,1336.75,14.700000000000045,21.653752790900437,0.4618137140737241,1352.4,1331.2,1336.75
408,2018-04-24,1328.85,1351.45,1324.3,27.15000000000009,21.92856515135542,0.45602618917279647,1352.4,1331.95,1324.3
409,2018-04-25,1321.65,1351.45,1324.3,27.15000000000009,22.189636893787657,0.45066082189022477,1352.4,1324.3,1328.85
410,2018-04-26,1320.7,1351.45,1321.65,29.799999999999955,22.570155049098272,0.44306297312740534,1352.4,1324.3,1321.65
411,2018-04-27,1321.5,1351.45,1320.7,30.75,22.979147296643358,0.4351771573987314,1351.45,1321.65,1320.7
412,2018-04-30,1313.2,1348.6,1320.7,27.899999999999864,23.225189931811183,0.4305669847850482,1351.45,1320.7,1321.5
413,2018-05-01,1307.1,1336.75,1313.2,23.549999999999955,23.24143043522062,0.4302661158431006,1351.45,1320.7,1313.2
414,2018-05-02,1304.2,1328.85,1307.1,21.75,23.16685891345959,0.431651094235747,1351.45,1313.2,1307.1
415,2018-05-03,1315.05,1328.85,1304.2,24.649999999999864,23.241015967786602,0.4302737889712128,1351.45,1307.1,1304.2
416,2018-05-04,1309.4,1321.65,1304.2,17.450000000000045,22.951465169397274,0.43570203149094244,1351.45,1304.2,1315.05
417,2018-05-08,1306.6,1321.5,1304.2,17.299999999999955,22.668891910927407,0.4411331634247,1351.45,1304.2,1309.4
418,2018-05-09,1313.85,1321.5,1304.2,17.299999999999955,22.400447315381037,0.44641965667951655,1351.45,1304.2,1306.6
419,2018-05-10,1318.8,1315.05,1304.2,10.849999999999909,21.82292494961198,0.4582337162909871,1351.45,1304.2,1313.85
420,2018-05-11,1324.35,1318.8,1304.2,14.599999999999909,21.461778702131376,0.4659446050017698,1351.45,1304.2,1318.8
421,2018-05-14,1319.85,1324.35,1304.2,20.149999999999864,21.3961897670248,0.46737293456855183,1351.45,1304.2,1324.35
422,2018-05-15,1295.0,1324.35,1306.6,17.75,21.21388027867356,0.47138948031365385,1351.45,1304.2,1319.85
423,2018-05-16,1291.25,1324.35,1295.0,29.34999999999991,21.620686264739877,0.4625200087338815,1351.45,1304.2,1295.0
424,2018-05-17,1289.5,1324.35,1291.25,33.09999999999991,22.19465195150288,0.4505589915016831,1351.45,1295.0,1291.25
425,2018-05-18,1288.3,1324.35,1289.5,34.84999999999991,22.82741935392773,0.4380696672258479,1351.45,1291.25,1289.5
426,2018-05-21,1288.35,1324.35,1288.3,36.049999999999955,23.48854838623134,0.4257393788481991,1348.6,1289.5,1288.3
427,2018-05-22,1293.05,1324.35,1288.3,36.049999999999955,24.116620966919772,0.4146517878154148,1336.75,1288.3,1288.35
428,2018-05-23,1289.0,1319.85,1288.3,31.549999999999955,24.48828991857378,0.40835844533248683,1328.85,1288.3,1293.05
429,2018-05-24,1304.85,1295.0,1288.3,6.7000000000000455,23.598875422645094,0.4237490058701765,1328.85,1288.3,1289.0
430,2018-05-25,1303.5,1304.85,1288.3,16.549999999999955,23.246431651512836,0.43017354877987124,1324.35,1288.3,1304.85
431,2018-05-29,1295.5,1304.85,1288.3,16.549999999999955,22.911610068937193,0.43645994192078497,1324.35,1288.3,1303.5
432,2018-05-30,1300.7,1304.85,1288.3,16.549999999999955,22.593529565490332,0.44260459486923803,1324.35,1288.3,1295.5
433,2018-05-31,1305.35,1304.85,1288.35,16.5,22.288853087215816,0.44865475854097153,1324.35,1288.3,1300.7
434,2018-06-01,1294.6,1305.35,1289.0,16.34999999999991,21.991910432855022,0.4547126558436872,1324.35,1288.3,1305.35
435,2018-06-04,1295.45,1305.35,1289.0,16.34999999999991,21.709814911212266,0.46062115411381943,1324.35,1288.3,1294.6
436,2018-06-05,1292.05,1305.35,1294.6,10.75,21.16182416565165,0.4725490544539766,1324.35,1288.3,1295.45
437,2018-06-06,1300.1,1305.35,1292.05,13.299999999999955,20.768732957369068,0.4814930222525609,1324.35,1288.35,1292.05
438,2018-06-07,1297.25,1305.35,1292.05,13.299999999999955,20.395296309500612,0.49030913050975206,1324.35,1289.0,1300.1
439,2018-06-08,1298.25,1305.35,1292.05,13.299999999999955,20.04053149402558,0.4989887619987109,1324.35,1289.0,1297.25
440,2018-06-11,1299.6,1305.35,1292.05,13.299999999999955,19.703504919324295,0.5075239172393363,1324.35,1292.05,1298.25
441,2018-06-12,1298.65,1300.1,1292.05,8.049999999999955,19.12082967335808,0.5229898582242722,1324.35,1292.05,1299.6
442,2018-06-13,1296.15,1300.1,1292.05,8.049999999999955,18.567288189690174,0.5385816118022384,1319.85,1292.05,1298.65
443,2018-06-14,1302.75,1300.1,1292.05,8.049999999999955,18.041423780205662,0.5542799793313211,1305.35,1292.05,1296.15
444,2018-06-15,1285.25,1302.75,1296.15,6.599999999999909,17.469352591195374,0.5724310587811962,1305.35,1292.05,1302.75
445,2018-06-18,1281.55,1302.75,1285.25,17.5,17.470884961635605,0.5723808508818554,1305.35,1292.05,1285.25
446,2018-06-19,1276.15,1302.75,1281.55,21.200000000000045,17.65734071355383,0.5663366960079085,1305.35,1285.25,1281.55
447,2018-06-20,1274.2,1302.75,1276.15,26.59999999999991,18.104473677876133,0.5523496666031287,1305.35,1281.55,1276.15
448,2018-06-21,1266.15,1302.75,1274.2,28.549999999999955,18.626749993982322,0.5368623084129365,1305.35,1276.15,1274.2
449,2018-06-22,1269.15,1302.75,1266.15,36.59999999999991,19.525412494283202,0.5121530724602041,1305.35,1274.2,1266.15
450,2018-06-25,1268.7,1302.75,1266.15,36.59999999999991,20.379141869569036,0.4906977960113427,1305.35,1266.15,1269.15
