,Unnamed: 0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,year,month,day,helpful_rate,review_length,review,total_sentiscore
526,536,51899704,R1CNON69VWOU0,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5,0,1,Y,N,high quality large ,this is a lovely oven also a microwave i have used this for a variety of purposes as an adjunct to my regular oven and microwave br br i would suggest this as an excellent choice for a counter top oven and microwave but make sure that you have the counter space this is quite large and the venting in the rear requires some space i could not put it in a special shelf for the microwave i had because of the venting for that reason i would give this 4 5 stars as it is not nimble and is a counter hog ,2015-01-05,2015,1,5,0.0,519,high quality large  this is a lovely oven also a microwave i have used this for a variety of purposes as an adjunct to my regular oven and microwave br br i would suggest this as an excellent choice for a counter top oven and microwave but make sure that you have the counter space this is quite large and the venting in the rear requires some space i could not put it in a special shelf for the microwave i had because of the venting for that reason i would give this 4 5 stars as it is not nimble and is a counter hog ,0.8922
527,537,49881793,R5THFZT2H51RX,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,3,0,1,N,Y,three stars,it works fine but can get pretty hot ,2015-01-03,2015,1,3,0.0,48,three stars it works fine but can get pretty hot ,0.6908
528,538,45819071,R32PTFHFWY9S1L,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",5,0,1,N,Y,five stars,beautiful ,2015-01-03,2015,1,3,0.0,20,five stars beautiful ,0.5994
529,539,44019918,R2A8RKJ6X71CKT,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,1,1,2,N,Y,a microwave that does not heat,microwave looked nice but did not heat it seemed like a fan was only blowing cold air amazon has great return policy however and it made the unfortunate buy easily reversed ,2015-01-03,2015,1,3,0.5,203,a microwave that does not heat microwave looked nice but did not heat it seemed like a fan was only blowing cold air amazon has great return policy however and it made the unfortunate buy easily reversed ,0.9313
530,540,39220433,RTSIB49LN0D2L,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4,3,3,Y,N,it comes with metal racks what next a tv without a dial ,to address the leading question br br yes metal racks that work during the use of the microwave function and the universe does not condense into a singularity and explode what else from my childhood has changed do you no longer have to turn the dial on a phone to make a call drop a dime in the slot to call someone from a payphone br br anyway yes there are metal racks for the microwave and the other function follow the instructions br br here s the skinny br br this is more than just a microwave you can see in the description all of the functions and they all work pretty close to as they are described br br that s the first real issue with the 34 smart oven 34 as the box labels it the descriptions on the webpage here they re almost as complete as the instruction manual there s a bit more but overall i would have liked a bit more in terms of device ideas and how to utilize it especially with the concepts cooking types involved i think the slim fry concept is great but i d like to understand how it s working better so that i can do more than chicken wings and fries br br you will also note several comments on the lack of timer it s true no 34 non cooking timer 34 br br in exchange though you can actually generate a crispy crust on that microwave pizza br br the drop down door is nice but keep it in mind as you handle placement on a countertop it drops down flush but this does require that the oven is a little taller than my previous microwave br br functionally i d like a better option when using the grill or slim fry settings than letting the grease food drippings to just drop down onto the turntable especially because that thing gets wicked hot as is reasonable so you have to wait a while to pull it and clean it br br but the functions work well so that s the main thing br br in all great oven not perfect but i ve never met a perfect microwave ,2015-01-03,2015,1,3,1.0,1932,it comes with metal racks what next a tv without a dial  to address the leading question br br yes metal racks that work during the use of the microwave function and the universe does not condense into a singularity and explode what else from my childhood has changed do you no longer have to turn the dial on a phone to make a call drop a dime in the slot to call someone from a payphone br br anyway yes there are metal racks for the microwave and the other function follow the instructions br br here s the skinny br br this is more than just a microwave you can see in the description all of the functions and they all work pretty close to as they are described br br that s the first real issue with the 34 smart oven 34 as the box labels it the descriptions on the webpage here they re almost as complete as the instruction manual there s a bit more but overall i would have liked a bit more in terms of device ideas and how to utilize it especially with the concepts cooking types involved i think the slim fry concept is great but i d like to understand how it s working better so that i can do more than chicken wings and fries br br you will also note several comments on the lack of timer it s true no 34 non cooking timer 34 br br in exchange though you can actually generate a crispy crust on that microwave pizza br br the drop down door is nice but keep it in mind as you handle placement on a countertop it drops down flush but this does require that the oven is a little taller than my previous microwave br br functionally i d like a better option when using the grill or slim fry settings than letting the grease food drippings to just drop down onto the turntable especially because that thing gets wicked hot as is reasonable so you have to wait a while to pull it and clean it br br but the functions work well so that s the main thing br br in all great oven not perfect but i ve never met a perfect microwave ,0.9768
531,541,11254748,R2PFXY2EIZMD3K,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,3,0,1,N,Y,three stars,not really a good product sometimes turns off itself ,2015-01-02,2015,1,2,0.0,64,three stars not really a good product sometimes turns off itself ,-0.3865
532,542,37658557,RCM91KQW0NCCG,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,4,1,2,N,Y,love the compact size,love the compact size hate the fact that the turntable keeps slipping off the base you have to readjust it every single time you use it ,2015-01-01,2015,1,1,0.5,157,love the compact size love the compact size hate the fact that the turntable keeps slipping off the base you have to readjust it every single time you use it ,0.6908
533,543,2365561,R25XMDAE573J22,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,1,N,Y,excellent quality and value ,works great,2015-01-01,2015,1,1,0.0,39,excellent quality and value  works great,0.8807
534,544,39699233,R2K45IY0NO70ZI,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5,116,122,Y,N,awesome convection microwave oven ,before this microwave found its place on my counter this week i hadn t known how much i would love it it heats food quickly is easy to use once you review the manual and can serve the same functions a microwave and toaster oven do br br what makes this microwave different br it has many possibilities br pizza is crispy on the bottom when reheated even on the microwave setting br it can be simple or you can dive into all the stuff it can do br the size is comparable to our old 1 1 cu ft microwave yet it can do more br the colors are awesome the stainless is only on the front which makes for less to clean and the gray top and sides are not stainless so they will keep cleaner br the dials and quick microwave settings are smart to reheat something for 30 seconds just press the button on the bottom right once for 30 seconds twice for a minute etc or press the microwave button turn the dial to the time you d like backwards or forwards and then press the start button br the clock setting is easy to set br the convection oven works for settings up to 400 degrees preheat the oven first and then select the convection oven you ll need to read the directions in the manual first but then it s easy to navigate from there on out br the oven includes a crispy plate two wire racks that worked great on the convection setting a glass plate and ring i baked some cheese onto the plate while using the convection setting and it cleaned up super easy br br what may concern you br the microwave does need to be on a sufficiently powered circuit not on a power cord it does not have a long cord so you need to be able to place it right in front of the outlet you are going to use or close to it br don t use plastic plates that are not microwave safe one review for this microwave was mistaken they said you couldn t use plastic in it not true you just have to use microwave safe materials there s a thorough and easy to reference list in the manual which is located inside the microwave oven when you unpack it br the oven does have a heating element on the top because it is a convection oven so you will want to make sure you have a microwave safe plastic cover that you can use when you are microwaving otherwise it s going to be a pain to clean it up br br other matters to address br it s always interesting to read other people s reviews one reviewer didn t like the manual because a cookbook wasn t included honestly i ve gotten so many cookbooks over the years with appliances and i ve never used them the manual for this oven seems small but it is packed with all the essential information you ll need to use it and more no recipes but all the guidelines for cooking vegetables reheating foods etc i don t cook in my microwave oven normally i did bake spinach artichoke dip in this oven though on 375 degrees for 30 minutes and it came out perfectly br br another reviewer lamented the lack of a timer on this microwave oven that s not true actually if you use the microwave function the time counts down normally if you use the convection setting you have to select how long you want the oven to cook for and then it will turn off automatically when it is done if you find you need a few extra minutes it s very easy to turn it right back on to use the convection oven you do need to preheat the oven first but that s not a problem one feature that was awesome was that when i took my dish out of the oven to stir it the oven did not start cooking again until i pressed the start button so the time didn t keep going either most people i know use the timers on their ovens or use a stand alone timer that they can take with them into another room if needed or move to where they will hear it when it goes off br br all in all i m very pleased with this microwave it covers the basics and beyond very well i don t expect it to do everything grill slimfry microwave convection but the fact that it microwaves and bakes so well is enough for me many appliances claim to do too much and we expect one appliance to do it all i prefer to do grilled cheese on the stove and frying on the stove so i don t want to do them in this oven and risk having to clean up a mess i m extremely happy with what i ve used it for so far ics and beyond very well i don t expect it to do everything grill slimfry microwave convection but the fact that it microwaves and bakes so well is enough for me many appliances claim to do too much and we expect one appliance to do it all i prefer to do grilled cheese on the stove and frying on the stove so i don t want to do them in this oven and risk having to clean up a mess i m extremely happy with what i ve used it for so far ,2015-01-01,2015,1,1,0.9508196721311476,4696,awesome convection microwave oven  before this microwave found its place on my counter this week i hadn t known how much i would love it it heats food quickly is easy to use once you review the manual and can serve the same functions a microwave and toaster oven do br br what makes this microwave different br it has many possibilities br pizza is crispy on the bottom when reheated even on the microwave setting br it can be simple or you can dive into all the stuff it can do br the size is comparable to our old 1 1 cu ft microwave yet it can do more br the colors are awesome the stainless is only on the front which makes for less to clean and the gray top and sides are not stainless so they will keep cleaner br the dials and quick microwave settings are smart to reheat something for 30 seconds just press the button on the bottom right once for 30 seconds twice for a minute etc or press the microwave button turn the dial to the time you d like backwards or forwards and then press the start button br the clock setting is easy to set br the convection oven works for settings up to 400 degrees preheat the oven first and then select the convection oven you ll need to read the directions in the manual first but then it s easy to navigate from there on out br the oven includes a crispy plate two wire racks that worked great on the convection setting a glass plate and ring i baked some cheese onto the plate while using the convection setting and it cleaned up super easy br br what may concern you br the microwave does need to be on a sufficiently powered circuit not on a power cord it does not have a long cord so you need to be able to place it right in front of the outlet you are going to use or close to it br don t use plastic plates that are not microwave safe one review for this microwave was mistaken they said you couldn t use plastic in it not true you just have to use microwave safe materials there s a thorough and easy to reference list in the manual which is located inside the microwave oven when you unpack it br the oven does have a heating element on the top because it is a convection oven so you will want to make sure you have a microwave safe plastic cover that you can use when you are microwaving otherwise it s going to be a pain to clean it up br br other matters to address br it s always interesting to read other people s reviews one reviewer didn t like the manual because a cookbook wasn t included honestly i ve gotten so many cookbooks over the years with appliances and i ve never used them the manual for this oven seems small but it is packed with all the essential information you ll need to use it and more no recipes but all the guidelines for cooking vegetables reheating foods etc i don t cook in my microwave oven normally i did bake spinach artichoke dip in this oven though on 375 degrees for 30 minutes and it came out perfectly br br another reviewer lamented the lack of a timer on this microwave oven that s not true actually if you use the microwave function the time counts down normally if you use the convection setting you have to select how long you want the oven to cook for and then it will turn off automatically when it is done if you find you need a few extra minutes it s very easy to turn it right back on to use the convection oven you do need to preheat the oven first but that s not a problem one feature that was awesome was that when i took my dish out of the oven to stir it the oven did not start cooking again until i pressed the start button so the time didn t keep going either most people i know use the timers on their ovens or use a stand alone timer that they can take with them into another room if needed or move to where they will hear it when it goes off br br all in all i m very pleased with this microwave it covers the basics and beyond very well i don t expect it to do everything grill slimfry microwave convection but the fact that it microwaves and bakes so well is enough for me many appliances claim to do too much and we expect one appliance to do it all i prefer to do grilled cheese on the stove and frying on the stove so i don t want to do them in this oven and risk having to clean up a mess i m extremely happy with what i ve used it for so far ics and beyond very well i don t expect it to do everything grill slimfry microwave convection but the fact that it microwaves and bakes so well is enough for me many appliances claim to do too much and we expect one appliance to do it all i prefer to do grilled cheese on the stove and frying on the stove so i don t want to do them in this oven and risk having to clean up a mess i m extremely happy with what i ve used it for so far ,0.9972
535,545,50544974,RVRMVCPZKM9PT,B00NXRHIO8,692404913,samsung counter top microwave,4,1,3,N,Y,four stars,no problems as yet ,2015-01-01,2015,1,1,0.3333333333333333,29,four stars no problems as yet ,-0.5994
536,546,52965397,R3UH2U55T1ZSA4,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,five stars,a good small functional no frills oven ,2015-01-01,2015,1,1,1.0,49,five stars a good small functional no frills oven ,0.1779
537,547,25943210,RK8P69Y6XOLSZ,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4,0,1,N,Y,is as described,i have had this microwave for about a month i m still learning how to use all it s features i own two microwaves and this is my secondary one it is very quiet when it is cooking the one negative i have noted so far is that when an item is done cooking it beeps three times but if you don t open the door or hit stop it will beep about once every minute ,2015-01-01,2015,1,1,0.0,368,is as described i have had this microwave for about a month i m still learning how to use all it s features i own two microwaves and this is my secondary one it is very quiet when it is cooking the one negative i have noted so far is that when an item is done cooking it beeps three times but if you don t open the door or hit stop it will beep about once every minute ,-0.631
538,548,15159184,RSWCOK46I1UAU,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5,1,2,N,Y,multi functional and perfect size,we decided to put up a chimney exhaust in our new kitchen so a bulky over the range microwave was out plus we never use it to 34 cook 34 from scratch why have such a giant wasting space my dear handy wood worker husband built our new cabinets so it was no problem to create a perfect space under the counter for a new smaller microwave love the drop down door plus the features are incredible slimfry convection and grill note the samsung is not meant for under the counter however we were able to provide plenty of air circulation so it has not been a problem ,2015-01-01,2015,1,1,0.5,594,multi functional and perfect size we decided to put up a chimney exhaust in our new kitchen so a bulky over the range microwave was out plus we never use it to 34 cook 34 from scratch why have such a giant wasting space my dear handy wood worker husband built our new cabinets so it was no problem to create a perfect space under the counter for a new smaller microwave love the drop down door plus the features are incredible slimfry convection and grill note the samsung is not meant for under the counter however we were able to provide plenty of air circulation so it has not been a problem ,0.5325
539,549,24572606,RIVCWT3LM0G2E,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,1,1,N,Y,love this little microwave,love this little microwave we recently sold our home and have had to live temporarily in a small one bedroom with very little counter space i found this one and based on reviews decided to buy it and i am not disappointed works better than any microwave i have ever owned before very pleased with my purchase ,2014-12-31,2014,12,31,1.0,335,love this little microwave love this little microwave we recently sold our home and have had to live temporarily in a small one bedroom with very little counter space i found this one and based on reviews decided to buy it and i am not disappointed works better than any microwave i have ever owned before very pleased with my purchase ,0.9143
540,550,14876760,R3IK8LUYPWCU9H,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,i ve had this microwave for a couple of months and ,i ve had this microwave for a couple of months and i have no problems with it it is working very well ,2014-12-31,2014,12,31,1.0,153,i ve had this microwave for a couple of months and  i ve had this microwave for a couple of months and i have no problems with it it is working very well ,-0.3626
541,551,9984797,R32OZOWQJ0FHI1,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,1,N,Y,five stars,great for the money,2014-12-31,2014,12,31,0.0,29,five stars great for the money,0.6249
542,552,47103102,R1YCDNKNNDS7W,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",4,1,1,N,Y,i love this microwave so much,i love this microwave so much aesthetically it s the coolest kitchen appliance i own it s also pretty powerful that said it s kinda small inside and square plates 16 oz coffee cups and popcorn bags can pose difficulties e g when the popcorn bag starts to fill up the tray stops turning i still wouldn t trade it in ,2014-12-30,2014,12,30,1.0,344,i love this microwave so much i love this microwave so much aesthetically it s the coolest kitchen appliance i own it s also pretty powerful that said it s kinda small inside and square plates 16 oz coffee cups and popcorn bags can pose difficulties e g when the popcorn bag starts to fill up the tray stops turning i still wouldn t trade it in ,0.9118
543,553,33313884,R3REJQGN2U5WOQ,B000UW1WW8,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,1,1,1,N,N,before you hit purchase be warned ,warning stay away from this microwave it looks pretty but it will cost you read the other reviews about its unreliability ge s poor service and the expense of repairing this product i should have done that before we purchased ours if your product is still under the one year warranty maybe you have a shot at breaking even ours stopped working just a few months after the 12 month warranty expired if you re not under warranty this is an appliance nightmare which begins with a 99 service charge so the ge authorized repairman can tell you how much it will actually cost you to repair the microwave parts and labor not sure how you can ever cost justify repairing one of these update ge told us it was not cost effective to repair the unit but they did offer a 200 rebate toward another ge microwave still can t recommend the unit ,2014-12-29,2014,12,29,1.0,865,before you hit purchase be warned  warning stay away from this microwave it looks pretty but it will cost you read the other reviews about its unreliability ge s poor service and the expense of repairing this product i should have done that before we purchased ours if your product is still under the one year warranty maybe you have a shot at breaking even ours stopped working just a few months after the 12 month warranty expired if you re not under warranty this is an appliance nightmare which begins with a 99 service charge so the ge authorized repairman can tell you how much it will actually cost you to repair the microwave parts and labor not sure how you can ever cost justify repairing one of these update ge told us it was not cost effective to repair the unit but they did offer a 200 rebate toward another ge microwave still can t recommend the unit ,-0.8471
544,554,14091631,R37RXWJQ6Q4EAL,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,great microwave,after several months of use i m happy to report it s still running strong it heats food evenly with cold areas and is large enough to fit just about everything i cook the sleek design and color also look nice in my kitchen ,2014-12-29,2014,12,29,,238,great microwave after several months of use i m happy to report it s still running strong it heats food evenly with cold areas and is large enough to fit just about everything i cook the sleek design and color also look nice in my kitchen ,0.9468
545,555,35595933,R14DIBP09XNI5U,B001DEI9LY,572011672,sharp microwave turntable ntnt-a117wrez,3,0,0,N,Y,three stars,as described,2014-12-29,2014,12,29,,23,three stars as described,0.0
546,556,35840514,R2VLGWA3RDFYJZ,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",5,0,1,N,Y,five stars,love it ,2014-12-28,2014,12,28,0.0,18,five stars love it ,0.6369
547,557,27769608,R320MQHTFW6U61,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4,3,3,Y,N,great value for money and does everything it promises ,this is a very versatile microwave the basic functions of a microwave heating reheating defrosting all are performed excellently but this unit does so much more it comes with stacking parts that allow you to heat or reheat two plates simultaneously which is extremely convenient best of all it is a convection microwave so you can pretty much do everything you would need with this microwave bake a cake broil etc you can cook fried items in a manner that limits oiliness i like the pull down door rather than the open out variety that function saves space actually decently sized a little smaller than my previous microwave but as much size as you could need stainless steel is great matches the rest of my kitchen and its a high ended looking device very solid well built good value for money and does everything it promises ,2014-12-28,2014,12,28,1.0,881,great value for money and does everything it promises  this is a very versatile microwave the basic functions of a microwave heating reheating defrosting all are performed excellently but this unit does so much more it comes with stacking parts that allow you to heat or reheat two plates simultaneously which is extremely convenient best of all it is a convection microwave so you can pretty much do everything you would need with this microwave bake a cake broil etc you can cook fried items in a manner that limits oiliness i like the pull down door rather than the open out variety that function saves space actually decently sized a little smaller than my previous microwave but as much size as you could need stainless steel is great matches the rest of my kitchen and its a high ended looking device very solid well built good value for money and does everything it promises ,0.993
548,558,44006545,R2NOED2XUPTMI7,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,great microwave ,great unit we use it in our semi and it works wonderfully well great size and shape for a compact area i would definately recommend this unit ,2014-12-27,2014,12,27,,158,great microwave  great unit we use it in our semi and it works wonderfully well great size and shape for a compact area i would definately recommend this unit ,0.9674
549,559,12187317,R23S0G0SVPC0I8,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,easy cooking,easy install no video or instructions required if you can get out to see where it is you can get to it and install it unit is running fine with no issues ,2014-12-26,2014,12,26,,166,easy cooking easy install no video or instructions required if you can get out to see where it is you can get to it and install it unit is running fine with no issues ,0.4939
550,560,23379600,R9MZ0TK5X4RG8,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,3,3,N,Y,i am so happy,i love this microwave small is what i needed but wow what great extra features and it is beautiful i am beyond happy yes it is small but that is what i needed and what i am used to i can t get my largest dinner plate in but i can get my smaller ones in i love how the back is rounded i had a sharp half pint that finally died after 24 yrs this has way more features than the sharp i have very little counter space so thank goodness i found this yes it is pricey but well worth the money to me update 62 62 62 i purchased it 12 20 14 and it died april 3rd 2015 whirlpool has been very nice and will be sending a replacement ,2014-12-26,2014,12,26,1.0,636,i am so happy i love this microwave small is what i needed but wow what great extra features and it is beautiful i am beyond happy yes it is small but that is what i needed and what i am used to i can t get my largest dinner plate in but i can get my smaller ones in i love how the back is rounded i had a sharp half pint that finally died after 24 yrs this has way more features than the sharp i have very little counter space so thank goodness i found this yes it is pricey but well worth the money to me update 62 62 62 i purchased it 12 20 14 and it died april 3rd 2015 whirlpool has been very nice and will be sending a replacement ,0.9944
551,561,42747200,R1V8PH2CAJPJYC,B001QFYDSI,295520151,sharp microwave drawer oven,1,1,2,N,Y,one star,stopped working after 3 months total junk ,2014-12-26,2014,12,26,0.5,50,one star stopped working after 3 months total junk ,-0.2263
552,562,17298796,RC14CXC3Q9WKX,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,3,1,2,N,Y,adequate but noisy,since we only use a microwave to heat or reheat food i decided to forgo all the bells and whistles when our last one stopped working this one was the lowest priced one that met the color size and wattage i wanted br pros heats food as expected br cons noisy br while the microwave works fine for it s intended purpose it s extremely noisy compared to our previous microwaves and occasionally makes an odd rumbling sound which may be from it not sitting level since one leg is shorter than the others i attempted to adjust the leg without success so tucked a piece of folded cardboard under it to keep the microwave somewhat level also at first the door was extremely difficult to push open but that has gotten better with use ,2014-12-25,2014,12,25,0.5,744,adequate but noisy since we only use a microwave to heat or reheat food i decided to forgo all the bells and whistles when our last one stopped working this one was the lowest priced one that met the color size and wattage i wanted br pros heats food as expected br cons noisy br while the microwave works fine for it s intended purpose it s extremely noisy compared to our previous microwaves and occasionally makes an odd rumbling sound which may be from it not sitting level since one leg is shorter than the others i attempted to adjust the leg without success so tucked a piece of folded cardboard under it to keep the microwave somewhat level also at first the door was extremely difficult to push open but that has gotten better with use ,-0.9279
553,563,12024043,R22040I6BN2SC,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,2,1,2,N,Y,overheats with minimal use ,this microwave overheats if popping more than two or three bags of popcorn once it overheats it automatically switches to the lowest power mode available thus making it take forever to heat anything you have to let it rest for 20 minutes or so to cool down br br the microwave works well if you don t use it too much at once but for more intensive use buy something more powerful ,2014-12-23,2014,12,23,0.5,407,overheats with minimal use  this microwave overheats if popping more than two or three bags of popcorn once it overheats it automatically switches to the lowest power mode available thus making it take forever to heat anything you have to let it rest for 20 minutes or so to cool down br br the microwave works well if you don t use it too much at once but for more intensive use buy something more powerful ,0.6887
554,564,2480138,R2J4VTUI1XQN0U,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,1,0,0,N,Y,one star,this item dod not work from the second i opened the nox,2014-12-23,2014,12,23,,63,one star this item dod not work from the second i opened the nox,0.0
555,565,15599280,R2OLO7UMMUEW0K,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,five stars,really nice ,2014-12-23,2014,12,23,,22,five stars really nice ,0.4754
556,566,23324582,R2QUV0KLG38Y7U,B0058CLNC4,215953885,"samsung smh1816 1.8 cu. ft. over the range microwave with sensor cooking,",1,0,0,N,N,in 40 years of buying appliances worst purchase i ever made ,one of the worst appliances i ever bought and customer support on an issue with it was horrendous and then non existent i recommend anyone considering this unit to finish off their kitchen matched set of other samsung products forgo aesthetics and get something else first as others have stated the control panel is awful it it hard to read and the buttons are set in such a way presumable to keep someone from pushing a button unintended with cleaning the panel that you have to press very hard in exactly the right spot no feel and go with this unit the food in spite of the revolving turntable does not heat evenly the stainless steel for some odd reason is difficult to clean exterior we have had other stainless steel appliances from other companies that cleaned easily then a short time after warranty expired the unit failed to work it turns out some of the factory work was not done well on the circuit board and a loose connection caused a short and burned out the primary 34 microwave 34 unit the dealer told us it was out of warranty so we had it repaired then one of their repair people said it was a defect not a warranty issue and i should contact samsung they used every excuse in the book and finally said something along the lines of 34 policy does not allow us to ever pay out of pocket expense regardless of the cause or situation 34 end of story end of samsung later a salesperson told me they have had numerous complaints about the unit samsung tv s are great but i will never own another one of their cheaply manufactured appliances ,2014-12-23,2014,12,23,,1615,in 40 years of buying appliances worst purchase i ever made  one of the worst appliances i ever bought and customer support on an issue with it was horrendous and then non existent i recommend anyone considering this unit to finish off their kitchen matched set of other samsung products forgo aesthetics and get something else first as others have stated the control panel is awful it it hard to read and the buttons are set in such a way presumable to keep someone from pushing a button unintended with cleaning the panel that you have to press very hard in exactly the right spot no feel and go with this unit the food in spite of the revolving turntable does not heat evenly the stainless steel for some odd reason is difficult to clean exterior we have had other stainless steel appliances from other companies that cleaned easily then a short time after warranty expired the unit failed to work it turns out some of the factory work was not done well on the circuit board and a loose connection caused a short and burned out the primary 34 microwave 34 unit the dealer told us it was out of warranty so we had it repaired then one of their repair people said it was a defect not a warranty issue and i should contact samsung they used every excuse in the book and finally said something along the lines of 34 policy does not allow us to ever pay out of pocket expense regardless of the cause or situation 34 end of story end of samsung later a salesperson told me they have had numerous complaints about the unit samsung tv s are great but i will never own another one of their cheaply manufactured appliances ,-0.9107
557,567,29049788,RJNTR3P11PET9,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,3,0,0,N,Y,it works fine but we hate the push to open button,it works fine but we hate the push to open button we end up pushing the whole microwave away you need to use your other hand to hold the microwave in place ,2014-12-22,2014,12,22,,205,it works fine but we hate the push to open button it works fine but we hate the push to open button we end up pushing the whole microwave away you need to use your other hand to hold the microwave in place ,-0.6369
558,568,20711876,RA7T9DL1KN5HL,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4,3,5,N,Y,but the microwave is fast and easy to use,the grill doesn t toast as well as a dedicated toaster oven but the microwave is fast and easy to use the fast preheat and the convection oven cook accurately and are perfect for smaller households i haven t used the air fry yet ,2014-12-22,2014,12,22,0.6,270,but the microwave is fast and easy to use the grill doesn t toast as well as a dedicated toaster oven but the microwave is fast and easy to use the fast preheat and the convection oven cook accurately and are perfect for smaller households i haven t used the air fry yet ,0.9657
559,569,41059660,R3D38NWGN3FIJ0,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,super cute works great,super cute works great because it s compact some bowls and plates fit a little snug and the rotating plate has no off otherwise it s fantastic ,2014-12-22,2014,12,22,,165,super cute works great super cute works great because it s compact some bowls and plates fit a little snug and the rotating plate has no off otherwise it s fantastic ,0.9796
560,570,16461599,R1AFAY6B0JXKY7,B00NQFSSWS,692404913,samsung counter top microwave,1,6,7,N,Y,i said fine and went and bought another microwave, videoid 567df035967d824cead7d2509901668b the unit went out after the initial warranty had expired the unit was listed as having a 10 year warranty on the magnetron the magnetron the main engine of the microwave i jumped thru hopes for weeks including taking videos of the product shooting flaming sparks with samsung warranty service only to be told that they do not have a service agreement near arkansas another week passed and i spoke with them one the phone and they we finally agreed on a partial refund and they sent me an email confirming the amount br i said fine and went and bought another microwave they never sent the refund and i called a week later and they said that i had to provide them parts from the original microwave easily done if they had told me this before they never said a word about it either on the phone or email br this unit should last longer than it did i feel stupid that i have bought a kitchen full of samsung appliances now if when these break i will have to deal with the same deceptive people and lack of support again steer clear ,2014-12-21,2014,12,21,0.8571428571428571,1120,i said fine and went and bought another microwave  videoid 567df035967d824cead7d2509901668b the unit went out after the initial warranty had expired the unit was listed as having a 10 year warranty on the magnetron the magnetron the main engine of the microwave i jumped thru hopes for weeks including taking videos of the product shooting flaming sparks with samsung warranty service only to be told that they do not have a service agreement near arkansas another week passed and i spoke with them one the phone and they we finally agreed on a partial refund and they sent me an email confirming the amount br i said fine and went and bought another microwave they never sent the refund and i called a week later and they said that i had to provide them parts from the original microwave easily done if they had told me this before they never said a word about it either on the phone or email br this unit should last longer than it did i feel stupid that i have bought a kitchen full of samsung appliances now if when these break i will have to deal with the same deceptive people and lack of support again steer clear ,0.8004
561,571,2036808,R1GEZTNGMZPBDV,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,four stars,god model,2014-12-20,2014,12,20,,19,four stars god model,0.2732
